DB_ID,Human Intestinal Absorption,Blood Brain Barrier,Caco-2 permeable,P-glycoprotein substrate,P-glycoprotein inhibitor I,P-glycoprotein inhibitor II,Renal organic cation transporter,CYP450 2C9 substrate,CYP450 2D6 substrate,CYP450 3A4 substrate,CYP450 1A2 substrate,CYP450 2C9 inhibitor,CYP450 2D6 inhibitor,CYP450 2C19 inhibitor,CYP450 3A4 inhibitor,CYP450 inhibitory promiscuity,hERG inhibition (predictor I),hERG inhibition (predictor II),Ames test,Carcinogenicity,Biodegradation,Rat acute toxicity(LD50-mol/kg)
DB00916,0.7673261498380369,0.8979099843882521,-0.9485243760237795,-1.26948308547133,-1.074385375757731,-0.8728198564317149,-0.7320857383339766,-0.4707587081831435,-0.8422924733760201,-1.3226954629234704,-1.0018092201865363,-0.8669639894839595,-0.8721582903224356,-0.9585510850520581,-0.9435982236073366,-0.3343358235757892,-0.29438177482036065,-0.9523057470014082,2.724667372830471,-0.4285626884808481,0.15979961682034646,0.23020856135456244
DB04865,0.4762540595768246,-1.168580379354855,-0.9038445980308368,1.2250187149773024,1.155574030978545,-0.8359259938558788,-0.6674080417590486,-0.8745993406481692,-0.5399584532183636,1.3081145159947902,-1.0018092201865363,-0.8348914232548638,-0.8719988744295473,-0.8928237197985094,2.115250062700695,-0.2989848741503283,0.02461284554996793,-0.9127575178425836,-0.18649900990940668,-0.7929159305754654,-0.7564652875108683,1.145579345700778
DB01348,-1.7748381940405598,-1.8057982810570157,-1.4471371076180257,1.0786553987996799,-0.7563831005946602,-0.6577674732594067,-0.9272089015965408,-0.7363121325201194,-0.7973625168920121,-1.1198047628803305,-0.9083727376266929,-0.49503475654655216,-0.8055224470952034,-0.35473568958945845,1.6018856281831224,-0.4148387263944049,0.07433497999259372,-0.5085416589817634,-0.9007998345524107,-0.790665447301255,-0.5692615028455537,0.39197596764815507
DB00721,0.7575563690306583,0.9316509367781355,1.0316562030094523,0.665218564506827,-1.1592490781573999,-1.0555092022567987,-0.5645777713618314,-0.8192319764830488,-0.46981970435592346,-1.2657982512792714,-0.579803192519389,-0.8800931101625367,2.023312572204402,-0.9397968768330456,-0.777514960067533,-0.35547157640688487,-0.017305366446505863,-0.6164753677277223,-0.37354398585966236,-0.20148892611304786,-0.6459805998740384,0.6184831160754551
DB06810,-1.9828671474390533,-1.4609543100214284,-1.2640009833731884,1.0542322283930896,-0.8049667815223517,-0.7472512715244831,-1.0431200544471142,-0.725815949740002,-0.83491847288437,1.0366178533581631,-0.6360809419159944,-0.9513654795605269,-0.8716800426437711,-0.9855431230495154,-0.8719370295960509,-0.28454522708342045,0.06890939581574511,-0.9122631649780981,-0.9756583986800077,-0.8914870979858681,-0.7217809053213438,1.0643678463912793
DB00275,0.8001728266904307,-1.6778400082225002,-1.203352007162236,0.9071660871677952,-0.5953313531038391,1.519455864275139,-0.7880428466066673,-0.49988561539796994,-0.8057654476848228,-1.0266836029867705,-0.8129318420746418,1.9572974273448245,-0.6853228638575644,1.8466928639693958,2.01727160637261,2.489138895773961,0.021788568855170016,-0.6482787353429439,-0.38125299788364236,-0.29353369202824153,-0.7725441401815089,0.736407785607613
DB09125,-0.884272140098992,-0.4312833815810066,-0.03709088198523381,-0.36617719295133133,0.3380116340687255,0.5438721034430486,0.6781060617070125,1.4495179314393762,0.6693776274122637,-0.08467799926979368,0.3927996655457789,0.8664550578218994,0.5994098169277564,0.6891901436109026,0.6998081164728187,-0.6516713833389478,-0.6659971293990287,0.4107898846727475,0.8771417806623828,1.2527733656815265,1.5244348127671368,-1.4433547473221082
DB09130,-0.884272140098992,-0.4312833815810066,-0.03709088198523381,-0.36617719295133133,0.3380116340687255,0.5438721034430486,0.6781060617070125,1.4495179314393762,0.6693776274122637,-0.08467799926979368,0.3927996655457789,0.8664550578218994,0.5994098169277564,0.6891901436109026,0.6998081164728187,-0.6516713833389478,-0.6659971293990287,0.4107898846727475,0.8771417806623828,1.2527733656815265,1.5244348127671368,-1.4433547473221082
DB00262,0.8001728266904307,0.9316509367781355,-0.9920149584047429,-1.6931108829554218,-0.9191699795471846,-0.8765416057266461,-0.8074824913637383,-0.5594514526751373,-0.7867302371133538,-1.3140968489450866,-1.0018092201865363,-0.834703864388027,-0.8721582903224356,-0.8926484468245,-0.9060783428718991,-0.3100951725411874,4.743235971848062,-1.1035777235339126,2.820015679442857,2.801105858338083,0.2390453906970747,1.8325581536841553
DB00237,0.6863043469354657,0.9672505009522072,-1.0586099126755926,0.677166590317245,-0.6352393767230142,-1.011171841091101,-1.0414849441404446,-0.5759829405538228,-0.876418661697843,-1.3832516592393218,-0.9601791041945268,-0.6734032389083646,-0.8879404637183588,-0.6828466969351731,-0.9366632693481799,-0.2978626217876152,0.06980127266673397,-1.1106634479248685,-0.43298452593929887,-0.6675640122019619,-0.7171869474154464,1.5726157966612193
DB00263,0.7846759329959679,0.9100624460541001,-1.0642161205606389,-1.9283815676635094,-1.1379542829455869,-1.0254115775238797,-1.0155048581566954,-0.6644132804763137,-0.8939104768175713,-1.4672253574537504,-1.090620134302823,-0.8348914232548638,-0.8924041087192262,-0.9394463308850267,-0.9692042085642227,-0.35101997536812307,0.06950398038307105,-1.1451033641506783,-0.9756583986800077,-0.5406367555365118,-0.7725441401815089,-0.2480460400281155
DB03793,-0.884272140098992,-0.4312833815810066,-0.03709088198523381,-0.36617719295133133,0.3380116340687255,0.5438721034430486,0.6781060617070125,1.4495179314393762,0.6693776274122637,-0.08467799926979368,0.3927996655457789,0.8664550578218994,0.5994098169277564,0.6891901436109026,0.6998081164728187,-0.6516713833389478,-0.6659971293990287,0.4107898846727475,0.8771417806623828,1.2527733656815265,1.5244348127671368,-1.4433547473221082
DB01118,0.8001728266904307,0.8004043507869795,1.0841506950239743,1.047203977916373,1.6887326073928204,1.901177889785655,1.6044868898967835,-0.6389600372345285,2.1987110317038026,1.2303610917221712,1.7968138737799924,2.544731798277734,2.0231531563115137,-0.8926484468245,-0.7776927794075112,2.5710633182520133,3.7428474373222875,1.6694122776523412,-0.2712981421731886,-0.47919856215057555,-0.7725441401815089,0.7314908431670785
DB09330,-0.884272140098992,-0.4312833815810066,-0.03709088198523381,-0.36617719295133133,0.3380116340687255,0.5438721034430486,0.6781060617070125,1.4495179314393762,0.6693776274122637,-0.08467799926979368,0.3927996655457789,0.8664550578218994,0.5994098169277564,0.6891901436109026,0.6998081164728187,-0.6516713833389478,-0.6659971293990287,0.4107898846727475,0.8771417806623828,1.2527733656815265,1.5244348127671368,-1.4433547473221082
DB00184,0.8001728266904307,0.9623895162858683,1.4692801882178947,0.5123541166382413,-1.0813259016045442,-0.972012565900959,1.925876904618828,-0.649193815445143,2.1987110317038026,-0.9994241671829581,-0.5858164314960127,-0.7152288662129749,-0.8095078444174062,-0.8081668733519388,-0.777514960067533,-0.3677789439846379,-0.008163628723870563,-0.9038591662818479,-0.9756583986800077,-0.9135418340731273,-0.6526418388375895,1.4083079701066838
DB00524,0.7954563807834202,0.4185311142048679,-1.5587516100566698,-1.6976792457652876,-0.9417266885493271,-0.41423561722154023,-0.9975186447833305,-0.24719001496663795,-0.7503746998056832,-1.143954061713238,-1.0018092201865363,-0.834703864388027,-0.8719988744295473,-0.8926484468245,-0.7778705987474896,-0.4351514941595111,0.07143638022688009,-1.0286008724203075,-0.7932794036916349,-0.36599925345780715,-0.7635859222650091,0.10998931868348844
DB01328,-0.884272140098992,-0.4312833815810066,-0.03709088198523381,-0.36617719295133133,0.3380116340687255,0.5438721034430486,0.6781060617070125,1.4495179314393762,0.6693776274122637,-0.08467799926979368,0.3927996655457789,0.8664550578218994,0.5994098169277564,0.6891901436109026,0.6998081164728187,-0.6516713833389478,-0.6659971293990287,0.4107898846727475,0.8771417806623828,1.2527733656815265,1.5244348127671368,-1.4433547473221082
DB05521,0.7238674696948698,-1.8122319372330526,-1.3931136498166732,1.1390983528994423,1.8136620726354555,1.9806291464730916,-0.942288252202493,-0.7140077441123696,-0.4645035644665943,1.3115905514328603,-0.6804863989741378,1.9859939339708574,-0.585209683123828,1.717341409150412,2.2870235451198067,2.519065625446309,0.06935533424123953,1.5529097859219707,-0.6516770249353677,-0.687593313342432,-0.761978036997945,0.7676303701050086
DB00491,0.029033920894232967,-1.6292301615591092,-1.289993401749311,0.7502603952750975,-0.8174281802018569,-0.7907795567565004,-0.5480449893721728,-0.7974523972143045,-0.7313394892342142,-1.2204268413507786,-1.0365009835132108,-0.8257010387798598,-0.9206207217604226,-1.0067511529046604,-1.066115748852438,-0.27878433162149346,-0.23514628730052095,-1.0320613424717047,-0.7255212453755988,-0.930645506957124,0.285903761337227,-0.014819070265418018
DB00763,0.6580056714934033,0.9599590239526987,1.0087217162069912,-1.8092527220831631,-0.8532349840024606,-0.9836632593459601,-0.7139178460376484,-0.628463854454411,-0.8714454985755673,-1.5206465336598791,-1.0018092201865363,-0.8348914232548638,-0.8723177062153238,-0.8926484468245,-0.7776927794075112,2.0061962956864474,0.032714060279782846,-0.976034684496703,-0.8638777243322953,-0.8509783990500861,-0.730050029551959,0.04934702858356005
DB00845,0.7801279315856365,0.6575771836789565,1.112861274798907,-1.4037226695766167,1.3506974508082665,1.9010160745989189,-0.5425946216832743,-0.622690953925346,-0.8939104768175713,1.0188717777006475,-1.0018092201865363,-0.8348914232548638,2.023312572204402,-0.8926484468245,-0.7776927794075112,2.824318268104257,0.06274058092973923,1.3708231475032155,2.193759886863205,-0.3774767181562787,-0.7725441401815089,0.017059106557382093
DB13595,-0.884272140098992,-0.4312833815810066,-0.03709088198523381,-0.36617719295133133,0.3380116340687255,0.5438721034430486,0.6781060617070125,1.4495179314393762,0.6693776274122637,-0.08467799926979368,0.3927996655457789,0.8664550578218994,0.5994098169277564,0.6891901436109026,0.6998081164728187,-0.6516713833389478,-0.6659971293990287,0.4107898846727475,0.8771417806623828,1.2527733656815265,1.5244348127671368,-1.4433547473221082
